Dominant_Topic,Perc_Contribution,Topic_Keywords,Original_Text
1,0.498,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
6,0.7273,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
4,0.5024,"models, learning, deep, training, model, task, art, images, state, state_art",
4,0.5569,"models, learning, deep, training, model, task, art, images, state, state_art",
5,0.7482,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
4,0.523,"models, learning, deep, training, model, task, art, images, state, state_art",
5,0.5925,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
8,0.7449,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
8,0.5345,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
0,0.5186,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
5,0.666,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
0,0.994,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
2,0.3447,"data, learning, training, model, models, new, language, performance, representations, supervised",
1,0.3773,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
4,0.6538,"models, learning, deep, training, model, task, art, images, state, state_art",
7,0.5518,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
8,0.8938,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
9,0.594,"text, model, based, models, system, language, speech, end, word, knowledge",
1,0.8239,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
2,0.7644,"data, learning, training, model, models, new, language, performance, representations, supervised",
4,0.3242,"models, learning, deep, training, model, task, art, images, state, state_art",
8,0.8099,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
6,0.7106,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
0,0.6675,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
6,0.5582,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
2,0.4987,"data, learning, training, model, models, new, language, performance, representations, supervised",
9,0.749,"text, model, based, models, system, language, speech, end, word, knowledge",
1,0.5756,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
6,0.5822,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
7,0.9947,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
2,0.7104,"data, learning, training, model, models, new, language, performance, representations, supervised",
1,0.9953,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
8,0.5841,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
1,0.6316,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
8,0.724,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
9,0.4554,"text, model, based, models, system, language, speech, end, word, knowledge",
7,0.9211,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
9,0.8194,"text, model, based, models, system, language, speech, end, word, knowledge",
9,0.5506,"text, model, based, models, system, language, speech, end, word, knowledge",
1,0.4831,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
7,0.6263,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
2,0.4627,"data, learning, training, model, models, new, language, performance, representations, supervised",
5,0.6403,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
1,0.9947,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
1,0.5718,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
6,0.7131,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
6,0.6868,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
4,0.6777,"models, learning, deep, training, model, task, art, images, state, state_art",
5,0.5265,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
1,0.4852,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
8,0.9936,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
2,0.4644,"data, learning, training, model, models, new, language, performance, representations, supervised",
3,0.5023,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
0,0.8876,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
1,0.522,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
9,0.586,"text, model, based, models, system, language, speech, end, word, knowledge",
9,0.6748,"text, model, based, models, system, language, speech, end, word, knowledge",
0,0.4604,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
4,0.5906,"models, learning, deep, training, model, task, art, images, state, state_art",
7,0.5736,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
6,0.6363,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
3,0.8124,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
4,0.6054,"models, learning, deep, training, model, task, art, images, state, state_art",
6,0.3692,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
6,0.383,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
8,0.9911,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
6,0.3757,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
7,0.5918,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
8,0.7737,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
8,0.994,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
8,0.6587,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
7,0.5051,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
7,0.9935,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
5,0.7189,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
3,0.3971,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
2,0.9679,"data, learning, training, model, models, new, language, performance, representations, supervised",
8,0.9946,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
9,0.6267,"text, model, based, models, system, language, speech, end, word, knowledge",
8,0.4653,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
4,0.3287,"models, learning, deep, training, model, task, art, images, state, state_art",
1,0.9946,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
0,0.9897,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
0,0.6098,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
0,0.3926,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
8,0.9926,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
2,0.3304,"data, learning, training, model, models, new, language, performance, representations, supervised",
1,0.7734,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
0,0.8955,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
5,0.7658,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
4,0.6174,"models, learning, deep, training, model, task, art, images, state, state_art",
4,0.9948,"models, learning, deep, training, model, task, art, images, state, state_art",
3,0.425,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
2,0.8311,"data, learning, training, model, models, new, language, performance, representations, supervised",
2,0.6051,"data, learning, training, model, models, new, language, performance, representations, supervised",
5,0.4564,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
9,0.6853,"text, model, based, models, system, language, speech, end, word, knowledge",
6,0.6849,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
9,0.5556,"text, model, based, models, system, language, speech, end, word, knowledge",
8,0.9748,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
0,0.4935,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
7,0.6183,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
9,0.8654,"text, model, based, models, system, language, speech, end, word, knowledge",
8,0.9911,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
7,0.58,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
2,0.6633,"data, learning, training, model, models, new, language, performance, representations, supervised",
7,0.8061,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
4,0.3548,"models, learning, deep, training, model, task, art, images, state, state_art",
6,0.7329,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
1,0.3319,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
1,0.5704,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
5,0.4654,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
4,0.8527,"models, learning, deep, training, model, task, art, images, state, state_art",
5,0.6715,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
9,0.5482,"text, model, based, models, system, language, speech, end, word, knowledge",
8,0.6722,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
5,0.394,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
2,0.9885,"data, learning, training, model, models, new, language, performance, representations, supervised",
8,0.4064,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
4,0.5737,"models, learning, deep, training, model, task, art, images, state, state_art",
5,0.512,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
3,0.4063,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
7,0.9899,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
2,0.5116,"data, learning, training, model, models, new, language, performance, representations, supervised",
0,0.99,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
5,0.5279,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
7,0.7964,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
0,0.4893,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
4,0.4847,"models, learning, deep, training, model, task, art, images, state, state_art",
5,0.9937,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
7,0.5733,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
6,0.9943,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
1,0.6321,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
4,0.7072,"models, learning, deep, training, model, task, art, images, state, state_art",
3,0.5527,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
2,0.3597,"data, learning, training, model, models, new, language, performance, representations, supervised",
8,0.8567,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
6,0.4598,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
1,0.4989,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
7,0.3682,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
1,0.7593,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
6,0.606,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
5,0.458,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
8,0.8477,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
3,0.4373,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
6,0.8411,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
7,0.5069,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
5,0.6789,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
5,0.5737,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
6,0.9953,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
2,0.9869,"data, learning, training, model, models, new, language, performance, representations, supervised",
8,0.9911,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
5,0.3811,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
6,0.4313,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
7,0.5299,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
0,0.5063,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
1,0.6729,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
7,0.7005,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
4,0.731,"models, learning, deep, training, model, task, art, images, state, state_art",
6,0.417,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
4,0.3641,"models, learning, deep, training, model, task, art, images, state, state_art",
1,0.43,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
2,0.5272,"data, learning, training, model, models, new, language, performance, representations, supervised",
6,0.9953,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
1,0.8152,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
4,0.9944,"models, learning, deep, training, model, task, art, images, state, state_art",
8,0.9913,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
5,0.6409,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
4,0.4753,"models, learning, deep, training, model, task, art, images, state, state_art",
5,0.448,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
4,0.7813,"models, learning, deep, training, model, task, art, images, state, state_art",
8,0.6548,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
9,0.4223,"text, model, based, models, system, language, speech, end, word, knowledge",
1,0.6305,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
8,0.5493,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
2,0.5777,"data, learning, training, model, models, new, language, performance, representations, supervised",
8,0.4416,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
6,0.5866,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
0,0.9571,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
6,0.4746,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
7,0.6918,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
4,0.5558,"models, learning, deep, training, model, task, art, images, state, state_art",
6,0.5048,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
9,0.4135,"text, model, based, models, system, language, speech, end, word, knowledge",
5,0.5988,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
3,0.9902,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
9,0.5817,"text, model, based, models, system, language, speech, end, word, knowledge",
7,0.2553,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
9,0.9916,"text, model, based, models, system, language, speech, end, word, knowledge",
3,0.4743,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
4,0.3722,"models, learning, deep, training, model, task, art, images, state, state_art",
5,0.994,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
5,0.5524,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
5,0.6685,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
0,0.8463,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
9,0.4789,"text, model, based, models, system, language, speech, end, word, knowledge",
2,0.9963,"data, learning, training, model, models, new, language, performance, representations, supervised",
0,0.9456,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
1,0.5325,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
0,0.9847,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
7,0.4519,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
9,0.9878,"text, model, based, models, system, language, speech, end, word, knowledge",
5,0.68,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
7,0.568,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
5,0.3531,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
1,0.4799,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
1,0.5761,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
8,0.9927,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
8,0.5239,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
0,0.8998,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
1,0.5213,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
8,0.6621,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
6,0.4661,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
6,0.5596,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
6,0.5451,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
1,0.7856,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
1,0.9911,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
4,0.5584,"models, learning, deep, training, model, task, art, images, state, state_art",
4,0.8736,"models, learning, deep, training, model, task, art, images, state, state_art",
7,0.4244,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
8,0.3759,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
1,0.5113,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
7,0.9916,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
9,0.9084,"text, model, based, models, system, language, speech, end, word, knowledge",
2,0.5808,"data, learning, training, model, models, new, language, performance, representations, supervised",
6,0.7344,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
6,0.6473,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
2,0.4364,"data, learning, training, model, models, new, language, performance, representations, supervised",
1,0.9943,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
9,0.3458,"text, model, based, models, system, language, speech, end, word, knowledge",
5,0.4611,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
2,0.5352,"data, learning, training, model, models, new, language, performance, representations, supervised",
1,0.9713,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
7,0.4026,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
2,0.9436,"data, learning, training, model, models, new, language, performance, representations, supervised",
0,0.5099,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
7,0.4745,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
0,0.9946,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
8,0.9914,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
4,0.9108,"models, learning, deep, training, model, task, art, images, state, state_art",
2,0.8092,"data, learning, training, model, models, new, language, performance, representations, supervised",
2,0.5255,"data, learning, training, model, models, new, language, performance, representations, supervised",
0,0.4536,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
3,0.7989,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
9,0.4971,"text, model, based, models, system, language, speech, end, word, knowledge",
1,0.9948,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
7,0.7012,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
2,0.8577,"data, learning, training, model, models, new, language, performance, representations, supervised",
8,0.692,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
2,0.5636,"data, learning, training, model, models, new, language, performance, representations, supervised",
4,0.6399,"models, learning, deep, training, model, task, art, images, state, state_art",
1,0.4416,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
1,0.8214,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
9,0.5008,"text, model, based, models, system, language, speech, end, word, knowledge",
0,0.6819,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
7,0.8728,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
2,0.4482,"data, learning, training, model, models, new, language, performance, representations, supervised",
7,0.857,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
8,0.5217,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
7,0.8096,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
1,0.8175,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
4,0.5678,"models, learning, deep, training, model, task, art, images, state, state_art",
2,0.7813,"data, learning, training, model, models, new, language, performance, representations, supervised",
5,0.5092,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
8,0.9368,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
8,0.3915,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
1,0.4339,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
1,0.6951,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
6,0.5535,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
0,0.7622,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
0,0.6272,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
8,0.9939,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
4,0.3811,"models, learning, deep, training, model, task, art, images, state, state_art",
6,0.9932,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
7,0.6946,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
0,0.9897,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
2,0.5317,"data, learning, training, model, models, new, language, performance, representations, supervised",
3,0.4647,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
4,0.9961,"models, learning, deep, training, model, task, art, images, state, state_art",
5,0.9553,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
1,0.7662,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
8,0.4292,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
0,0.9924,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
6,0.5136,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
2,0.8082,"data, learning, training, model, models, new, language, performance, representations, supervised",
8,0.4955,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
5,0.6619,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
2,0.9931,"data, learning, training, model, models, new, language, performance, representations, supervised",
2,0.3902,"data, learning, training, model, models, new, language, performance, representations, supervised",
9,0.5166,"text, model, based, models, system, language, speech, end, word, knowledge",
4,0.7096,"models, learning, deep, training, model, task, art, images, state, state_art",
5,0.5856,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
9,0.6407,"text, model, based, models, system, language, speech, end, word, knowledge",
8,0.3757,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
7,0.458,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
0,0.9858,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
0,0.6723,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
8,0.9893,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
6,0.8392,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
5,0.5459,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
0,0.6945,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
5,0.6456,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
9,0.5352,"text, model, based, models, system, language, speech, end, word, knowledge",
9,0.5101,"text, model, based, models, system, language, speech, end, word, knowledge",
6,0.4546,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
7,0.4185,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
6,0.451,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
6,0.9201,"image, images, proposed, 3d, based, object, dataset, learning, methods, method",
0,0.9768,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
7,0.6313,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
2,0.5645,"data, learning, training, model, models, new, language, performance, representations, supervised",
5,0.5108,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
1,0.841,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
8,0.5328,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
7,0.459,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
3,0.5323,"translation, model, target, information, feedback, based, language, machine, natural, machine_translation",
9,0.9952,"text, model, based, models, system, language, speech, end, word, knowledge",
5,0.32,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
7,0.5024,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
0,0.5342,"codes, code, 1, n, paper, m, optimal, linear, minimum, binary",
8,0.7187,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
2,0.3797,"data, learning, training, model, models, new, language, performance, representations, supervised",
8,0.812,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
1,0.2842,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
4,0.4793,"models, learning, deep, training, model, task, art, images, state, state_art",
1,0.6929,"image, network, neural, networks, images, methods, method, convolutional, proposed, based",
5,0.8503,"segmentation, video, model, semantic, method, visual, object, objects, motion, propose",
2,0.8628,"data, learning, training, model, models, new, language, performance, representations, supervised",
8,0.7454,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
4,0.9924,"models, learning, deep, training, model, task, art, images, state, state_art",
7,0.9137,"based, problem, estimation, performance, proposed, methods, feature, approach, approaches, state_art",
2,0.4764,"data, learning, training, model, models, new, language, performance, representations, supervised",
4,0.3559,"models, learning, deep, training, model, task, art, images, state, state_art",
8,0.6464,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
8,0.8246,"channel, proposed, rate, algorithm, problem, number, information, results, based, time",
